Ta_m,P_m,SWin_m,VPD_m,GPP
23.471,0.0,291.313,7.93,11.7672
21.704,7.0,231.365,6.123,11.4117
19.346,1.4,175.563,4.277,11.5186
22.238,0.0,336.781,10.6,14.3198
20.717,9.0,227.427,6.667,12.6068
18.35,1.4,286.417,7.49,14.4847
17.423,0.0,345.932,9.12,16.7319
18.86,0.0,343.24,11.659,16.9396
18.748,0.0,333.948,10.16,16.1136
13.675,0.2,287.708,6.475,13.3688
13.944,0.2,336.75,7.671,13.3453
15.725,0.0,317.583,8.792,13.6289
17.296,0.6,241.854,8.721,15.7998
14.246,4.6,117.188,3.879,10.4721
15.754,9.6,147.5,5.405,12.6703
13.917,0.4,156.208,4.257,11.9954
17.106,0.0,307.729,8.443,13.5791
15.688,1.2,158.375,3.374,14.1767
17.729,0.0,259.667,6.433,17.8011
21.254,0.0,332.333,11.79,15.5512
21.775,0.4,204.271,11.423,13.7202
15.038,18.2,103.958,2.29,11.0969
16.429,0.2,304.229,7.187,16.6516
17.863,0.0,298.396,8.351,16.1145
17.665,0.2,203.667,6.167,14.7213
16.271,1.0,75.792,2.494,8.39635
18.715,0.0,122.021,4.014,11.8462
16.177,28.2,36.771,1.449,4.28484
16.002,7.8,76.208,1.643,7.19843
15.96,0.6,256.875,4.708,12.5569
15.615,0.2,332.354,6.948,11.9861
18.471,0.0,330.896,9.526,12.6145
18.717,0.0,292.792,8.948,16.9299
15.383,0.0,266.542,6.371,12.2041
18.471,0.0,321.354,10.097,13.9777
17.458,0.6,110.021,5.457,11.4951
16.221,0.2,189.042,5.819,14.2361
17.271,0.0,123.5,5.578,12.1112
20.052,0.0,313.646,8.075,16.2146
21.271,0.0,321.167,9.862,13.3043
22.215,0.0,311.646,12.244,13.3742
22.777,0.0,294.0,11.168,13.9124
18.396,3.4,84.229,2.712,9.25094
16.329,10.6,167.354,3.223,10.5245
16.75,0.2,243.75,6.51,11.4881
16.617,0.2,119.542,4.469,11.5461
16.973,8.8,248.604,4.938,13.2999
16.544,0.0,229.625,4.635,14.7687
15.552,7.6,187.417,3.325,13.3763
16.063,3.4,152.292,3.011,10.2858
17.065,0.2,258.854,5.247,13.258
15.471,5.4,111.833,2.332,10.0237
12.852,9.0,73.146,0.976,7.90021
15.675,3.4,61.938,2.695,6.97831
15.744,1.4,120.792,3.559,9.57809
17.077,0.0,224.875,5.754,14.0825
17.967,0.0,274.333,6.761,15.4867
19.758,0.0,290.042,7.95,12.6279
20.229,0.0,278.042,9.1,13.0298
21.262,0.0,276.792,9.924,12.2182
21.704,0.0,253.958,9.926,11.7877
22.771,0.0,220.292,10.469,8.20188
19.123,13.6,81.375,3.613,6.98081
16.342,3.0,148.771,3.977,11.3094
16.427,0.0,139.667,3.077,10.6119
16.867,0.2,150.104,3.731,12.2022
18.092,1.4,181.063,4.826,13.3182
16.213,0.0,119.521,2.992,10.7866
18.688,0.4,169.313,4.319,12.7018
18.027,6.4,115.083,3.474,11.1402
17.813,11.0,84.625,1.896,7.7241
18.873,0.0,154.708,3.09,9.99172
18.904,0.2,182.75,3.81,11.0058
18.602,8.6,103.396,3.669,7.61324
15.225,0.0,84.771,3.713,7.11643
15.779,0.0,183.688,4.803,9.66324
15.721,21.4,171.75,4.404,9.98983
17.581,4.0,213.438,4.926,14.1537
16.304,0.0,189.063,4.637,10.4792
16.783,0.0,154.854,4.737,10.3371
16.573,0.0,174.625,5.187,11.6708
18.029,8.2,207.625,5.629,12.6014
16.715,10.6,107.521,3.538,10.569
13.344,4.0,103.625,1.47,8.54789
13.148,6.6,105.229,1.989,7.98637
15.496,0.0,140.396,4.894,8.68706
13.679,0.0,231.25,7.12,8.58815
13.535,0.0,218.229,5.671,9.29363
13.229,0.0,186.458,4.51,9.19859
11.24,0.0,197.854,4.246,9.50301
11.879,0.0,222.167,5.428,8.67215
13.331,0.0,171.771,4.064,9.25389
15.652,8.8,59.229,2.494,6.10547
15.219,21.4,132.813,2.702,9.39701
12.304,0.2,154.521,3.63,9.67104
9.956,13.2,122.75,1.696,8.16912
8.573,1.6,66.479,1.389,4.69966
8.037,0.2,104.938,3.191,6.78439
7.402,0.6,132.188,2.232,5.89035
8.723,16.0,29.667,0.478,2.41165
10.1,0.6,56.604,0.922,5.32888
8.446,0.2,191.25,2.936,5.65551
9.871,0.0,191.833,4.419,5.97632
9.396,0.0,186.438,3.63,5.56328
10.919,0.0,172.521,3.383,6.32899
12.171,0.0,120.479,3.468,6.69309
14.881,0.0,89.729,3.848,7.74927
11.644,7.6,63.604,1.466,2.71194
9.963,4.0,136.167,1.927,6.08314
10.477,22.4,55.854,1.024,3.59758
8.212,0.0,130.5,2.172,4.97273
7.067,0.0,159.521,2.122,6.29143
8.863,0.0,143.792,2.73,4.70046
8.271,0.0,132.438,2.257,4.91526
7.677,0.0,22.125,1.432,1.89123
7.781,2.0,27.563,0.592,1.31602
9.021,0.2,92.938,2.018,4.17974
11.846,0.0,91.083,3.277,3.58792
12.821,6.0,42.688,2.145,2.48032
14.102,12.2,39.563,2.251,2.06585
10.344,8.4,26.563,1.757,0.768723
6.873,5.0,62.083,1.351,2.20846
5.925,8.2,84.313,1.877,1.98624
5.335,0.0,83.75,2.003,1.02758
13.577,7.4,35.729,3.401,2.95684
14.592,1.4,80.229,4.558,1.54572
10.408,4.8,58.667,2.863,0.400322
7.831,4.4,80.0,2.184,0.793884
12.063,11.2,24.25,1.846,0.284868
12.11,0.0,75.938,4.73,0.999287
12.813,3.8,33.479,5.681,0.478852
8.171,0.0,109.021,3.042,0.425733
8.479,0.0,103.688,4.011,1.08366
13.031,0.0,53.188,4.014,0.593667
12.098,0.0,49.25,1.684,0.383667
11.917,1.0,28.542,2.477,0.857787
11.583,17.6,18.354,0.781,-0.702892
11.829,15.0,32.5,1.821,0.403803
7.887,4.2,28.188,0.905,0.676702
7.656,2.4,33.208,0.855,0.45729
4.779,0.2,55.854,0.413,0.459378
4.65,6.2,12.5,0.824,0.767534
4.333,4.0,61.917,1.349,-0.293795
6.683,13.2,17.375,1.044,0.376529
7.29,3.6,31.625,0.864,-0.0839308
10.315,12.8,28.5,1.692,0.0822702
9.962,0.2,71.917,3.798,0.466827
10.238,1.8,57.521,3.847,0.210947
8.871,9.2,14.438,2.776,-0.327882
9.954,11.2,61.292,2.196,0.94932
8.981,22.0,10.958,0.459,0.370688
9.594,0.2,79.063,2.792,0.294081
7.133,0.0,64.25,1.462,-0.0609551
5.996,0.4,12.229,0.488,-0.763541
6.619,0.0,64.24,1.311,0.0861932
6.975,0.6,29.25,1.229,0.26171
7.769,4.6,29.292,1.7,0.34698
8.529,7.0,61.521,3.311,0.606629
6.677,0.2,13.521,0.666,-0.181797
8.627,1.6,25.542,2.597,-0.329021
7.775,0.0,20.479,1.375,0.278003
7.362,0.0,71.625,1.68,1.24054
7.704,3.6,45.792,1.477,0.646493
7.646,2.6,44.354,1.294,0.211915
6.35,0.4,29.063,0.891,0.314626
6.51,3.4,57.229,2.392,0.49307
5.671,2.0,30.563,1.222,0.556463
5.123,0.4,16.083,0.804,0.526127
4.329,0.0,18.083,0.743,0.539483
3.942,2.0,7.792,0.64,0.689614
2.469,0.0,6.479,1.045,0.00681482
0.548,0.2,5.688,0.542,-0.659082
-0.631,0.0,6.813,0.802,0.571152
-3.619,0.0,31.125,1.232,0.328776
-3.225,0.0,59.208,1.191,0.280229
-4.796,0.0,37.625,0.839,0.780285
-2.925,0.0,44.333,0.741,1.06849
-0.088,0.0,23.0,0.367,1.4593
0.469,0.4,54.208,0.498,2.30423
4.167,6.8,27.563,0.904,1.43369
6.619,8.8,8.042,0.998,0.125318
4.092,1.0,11.75,0.625,0.623342
0.831,0.0,17.104,0.942,-0.282564
-1.36,0.0,61.5,1.058,-0.604961
3.494,3.2,8.292,0.777,0.072627
7.69,9.0,7.167,0.508,0.148592
9.696,19.2,6.208,0.944,0.055353
9.019,0.0,25.063,1.463,0.32367
10.181,2.2,40.25,2.248,-0.0432806
8.723,0.4,19.979,0.965,0.716778
8.904,3.6,13.063,1.979,0.165679
13.123,0.2,21.313,5.828,0.079861
8.819,4.2,16.583,1.547,0.136819
7.31,8.0,10.229,1.003,0.0253852
9.867,7.2,15.146,1.665,0.260072
6.687,8.8,10.083,0.733,0.13852
6.403,4.2,36.181,1.405,0.0748571
10.767,22.4,14.773,2.545,0.229136
7.281,7.0,36.884,1.702,-0.0954416
2.927,15.2,5.885,0.52,-0.029387
-3.914,0.0,22.229,0.168,-0.36649
-8.067,0.0,37.506,0.213,-0.406541
-6.306,0.0,18.679,0.299,-0.0952284
-8.755,0.0,44.036,0.386,-0.257164
-8.735,0.0,65.976,0.565,-0.473024
-9.655,0.0,50.598,0.464,-0.177702
-5.638,0.0,51.55,0.87,-0.0625394
-6.278,0.0,81.668,1.277,-0.590549
-4.149,0.0,15.898,0.619,0.190756
1.611,13.2,18.787,0.422,0.600211
2.418,0.2,17.906,0.701,0.24123
2.128,1.2,18.451,0.549,0.155252
-0.471,0.0,78.006,0.567,0.103722
2.242,0.0,16.692,1.075,0.220882
3.028,0.4,54.37,1.558,0.305517
7.852,0.8,60.623,3.411,0.109516
6.935,6.8,26.458,1.906,0.0704757
5.88,2.4,32.619,1.742,-0.357974
4.549,2.0,14.205,0.852,0.0972873
0.832,0.0,43.408,1.337,0.148357
-0.98,0.0,91.658,0.855,-0.192726
1.448,5.4,22.223,0.259,0.183477
4.673,2.8,16.315,0.426,0.195204
5.32,6.4,31.974,1.629,-0.156494
1.315,7.4,17.776,0.521,0.0768094
-0.684,0.2,20.694,0.249,0.340314
-5.523,0.0,77.228,0.759,-0.328262
-6.18,0.0,89.888,0.867,-0.327386
0.272,10.8,35.196,0.652,-0.0594728
2.627,15.8,15.033,0.588,0.150898
-0.173,1.8,44.736,0.389,0.115342
-0.583,0.0,27.184,0.418,0.0551586
-0.276,1.6,63.628,0.83,0.219233
-0.032,1.0,43.401,1.177,0.195227
2.225,1.4,34.107,0.939,0.344457
1.965,0.2,68.093,0.657,0.249237
-0.418,0.0,112.213,1.016,0.318536
-2.503,0.0,106.678,0.466,-0.537235
-3.912,0.0,31.83,0.904,0.0433088
-5.079,0.0,59.721,0.928,0.0147088
-4.732,0.0,118.448,1.101,0.071317
-2.793,0.0,131.29,2.201,0.261033
-2.308,0.0,67.521,1.612,0.128908
-3.317,0.0,124.061,1.644,0.0899754
-3.091,0.0,138.907,1.988,-0.185428
-1.748,0.0,144.096,2.42,0.0527878
-1.033,0.0,138.608,1.91,0.578316
-0.561,0.0,136.307,1.823,0.507827
0.657,0.0,143.225,2.123,0.000406723
3.282,0.0,141.463,3.295,-0.0986351
3.394,0.0,156.217,3.502,0.323718
3.007,0.0,156.224,3.455,-0.0362796
5.377,0.0,134.918,4.558,0.314857
6.383,0.0,153.436,5.172,0.311309
9.805,0.0,79.982,4.91,0.450605
8.831,4.8,48.549,2.349,0.132763
6.668,11.2,55.762,1.225,0.000677656
3.748,4.6,20.039,0.749,-0.0724166
4.796,0.0,153.609,2.139,-0.0571542
9.729,0.6,91.289,2.634,-0.0501422
7.767,3.8,18.928,2.185,0.284176
5.433,0.0,152.694,2.899,-0.144536
6.805,0.0,135.413,3.602,-0.146247
10.121,0.0,158.138,6.407,0.114948
12.765,0.0,183.543,9.402,0.197621
14.761,0.0,101.37,10.016,0.0891663
8.894,3.4,62.674,3.448,-0.0365354
5.278,0.0,138.997,3.274,-0.15282
3.093,0.0,207.128,3.712,-0.0698209
2.769,0.0,200.02,3.031,0.287616
4.372,0.0,206.46,4.097,0.421106
6.669,0.0,182.297,5.322,0.275209
5.232,0.0,208.712,4.051,0.12826
6.549,0.0,211.391,5.166,0.334573
6.191,0.0,213.953,4.761,0.0686471
4.652,0.0,161.37,3.286,0.474929
5.714,0.0,222.01,5.54,0.470564
6.467,0.0,219.122,5.963,0.469241
10.479,0.0,216.183,8.164,0.490261
12.397,0.0,212.561,8.929,0.634183
13.16,0.0,155.902,7.026,0.138827
11.781,0.0,194.014,6.581,0.950171
13.824,0.0,143.676,8.75,0.95099
14.063,0.2,131.737,6.959,0.692122
12.75,0.0,163.327,5.571,1.04504
9.378,0.0,214.252,5.706,0.788886
10.357,6.0,231.829,7.284,0.68559
4.389,9.0,114.103,1.393,0.358144
3.692,0.0,153.981,2.464,0.559211
3.965,0.0,189.932,3.147,0.242305
7.347,0.0,220.657,4.567,0.941944
5.022,0.0,178.18,4.461,0.672738
0.426,0.0,225.193,3.757,-0.018877
1.351,0.0,265.094,4.522,0.290454
3.11,0.0,263.683,4.642,0.827157
0.226,0.2,97.219,1.967,0.124269
3.155,2.4,212.878,2.529,0.815168
6.515,0.0,75.783,2.546,0.980578
10.851,0.2,263.86,6.746,1.00355
14.064,0.0,268.214,10.317,1.41329
15.975,0.0,281.221,11.925,1.17227
16.425,0.0,279.977,12.362,1.01598
15.087,0.0,283.92,12.429,1.48914
13.047,0.0,285.433,10.342,1.92271
6.142,0.0,200.079,3.595,1.43298
11.229,4.4,214.624,5.435,2.02083
14.206,1.2,265.101,7.235,2.77163
12.311,0.2,210.624,3.791,2.13316
12.083,0.0,248.142,4.902,3.41929
14.801,0.0,257.875,9.557,3.55619
17.423,0.8,217.426,11.424,4.96444
13.808,4.2,57.111,5.518,3.63043
11.727,2.0,162.326,3.786,6.19555
17.228,0.4,241.388,11.589,6.26023
14.657,6.0,171.357,5.035,8.67016
12.707,14.6,57.969,2.687,5.4669
12.237,0.0,278.069,5.634,9.58248
12.614,0.6,135.096,5.763,8.1583
12.077,0.0,292.331,6.468,9.31932
16.441,0.0,321.368,12.235,8.71562
18.551,0.0,180.371,9.883,9.69569
16.061,0.0,266.884,4.747,12.0194
15.686,0.0,287.204,6.026,11.7925
18.261,27.0,251.958,7.003,12.0099
14.485,8.2,214.583,3.131,12.0948
12.556,0.8,170.591,3.467,9.66242
13.95,0.0,277.795,6.122,11.2693
15.266,0.8,266.119,6.078,12.7449
9.021,7.0,199.452,2.903,10.1716
6.962,4.4,195.639,2.349,9.67947
8.595,0.0,274.277,4.156,11.1492
11.459,0.0,307.804,7.131,11.267
12.162,2.6,127.999,3.124,10.0263
14.838,3.6,135.425,3.144,11.2949
13.518,13.4,56.52,1.79,3.95988
11.086,0.2,178.189,3.574,11.5804
10.316,0.8,158.611,3.366,12.8242
12.302,8.4,58.003,1.415,6.63006
17.105,0.0,290.852,7.197,14.9748
17.638,1.4,259.791,9.072,15.0598
11.951,2.2,100.93,2.361,10.3948
12.978,0.2,111.116,2.864,10.5477
15.703,0.0,171.341,4.2,12.6699
18.282,0.2,300.457,6.865,17.2101
18.554,0.0,222.334,5.948,16.4387
19.007,0.8,243.049,4.864,13.1256
20.576,0.0,277.763,7.996,15.5254
20.484,0.0,326.135,8.4,15.4219
19.994,0.8,233.529,6.725,14.6574
19.355,5.8,260.98,5.464,11.2691
23.095,0.0,323.972,13.734,13.4644
20.105,0.0,261.679,7.5,13.0551
20.176,0.0,278.909,7.038,13.1352
22.495,0.0,329.596,10.828,14.1491
21.954,0.0,308.078,10.041,14.8033
18.757,0.0,325.375,9.017,13.4034
23.198,0.6,315.78,14.159,14.7468
22.456,0.0,317.719,10.216,12.8987
23.333,0.0,300.758,10.742,11.091
22.461,0.0,243.319,8.235,10.8182
21.426,2.8,225.967,7.425,10.2683
21.003,0.0,328.273,8.186,11.0544
20.78,0.0,335.716,10.103,11.6923
19.998,12.8,319.506,9.76,11.0276
17.586,0.0,165.014,5.397,1.94777
18.099,0.0,180.955,5.836,6.56228
19.053,0.0,213.426,7.667,12.0447
17.033,0.0,355.906,9.737,11.2042
22.57,0.0,345.921,16.611,11.1983
25.502,0.0,258.594,19.113,12.6969
21.136,1.0,257.699,9.06,4.76728
19.666,0.0,285.463,10.197,10.221
20.803,0.6,262.096,10.842,11.3512
19.114,0.4,179.695,5.219,13.8953
19.11,0.0,284.703,8.597,14.151
21.175,0.0,310.846,11.986,12.674
21.649,2.8,214.697,9.967,9.86815
16.34,7.8,203.614,4.41,11.6178
15.305,10.0,208.894,3.785,13.3676
14.304,12.0,162.223,2.339,12.1453
14.225,3.6,166.739,2.432,13.1944
15.931,1.2,190.769,4.898,14.3673
17.925,0.0,209.118,6.85,11.7229
18.722,0.0,318.748,9.268,12.2902
19.023,0.0,330.206,9.876,12.4301
19.464,0.0,323.093,9.455,11.3029
20.011,0.0,335.84,10.333,11.1874
21.645,0.0,329.902,13.111,9.73275
20.292,0.0,293.025,11.129,11.801
20.562,0.0,348.769,14.272,7.67131
22.273,0.0,351.502,16.899,7.38267
24.726,0.0,326.424,20.605,5.31876
24.029,6.8,213.791,16.418,6.92156
18.695,0.0,193.371,7.855,5.00731
20.138,0.0,340.869,13.138,6.1023
23.082,0.0,335.061,17.241,5.9239
25.331,0.4,300.735,20.103,5.89318
21.355,1.0,205.579,7.765,7.68659
22.612,0.0,280.285,12.605,8.51678
21.639,0.0,256.955,14.038,6.53296
19.851,1.6,183.88,9.18,8.73702
20.809,0.4,273.417,12.095,7.73629
20.248,8.6,175.238,6.36,10.9631
18.855,9.0,100.59,3.267,8.42772
17.852,0.6,279.498,7.698,10.5933
18.642,0.0,263.967,10.38,8.86229
18.261,5.2,196.561,7.136,10.5079
17.944,0.2,224.703,5.396,12.9036
20.818,0.0,307.474,11.799,12.5531
23.57,0.0,301.974,15.249,11.8499
25.46,0.0,294.887,16.851,10.4185
26.95,0.0,291.284,19.798,11.0813
28.169,0.0,288.637,22.934,9.92353
27.835,0.0,278.432,23.088,9.93224
27.91,0.0,279.959,26.541,9.6535
28.837,0.0,257.706,29.643,8.54382
28.674,0.0,269.976,27.461,10.1588
27.1,0.0,291.61,25.67,9.98363
25.198,0.0,289.638,21.354,8.8073
27.423,0.0,279.272,27.596,6.22213
29.248,0.0,269.455,29.347,3.40201
24.414,0.2,215.012,16.467,4.79706
19.507,7.0,228.283,9.459,5.60038
22.188,0.2,273.882,16.564,4.25953
22.047,7.0,210.998,10.9,4.20506
20.178,0.4,193.218,8.456,5.97814
21.278,0.0,231.688,11.271,5.20557
20.799,0.0,254.196,11.766,4.80647
20.906,0.0,250.57,12.964,4.94957
20.186,0.0,281.917,13.073,3.96128
19.671,0.0,278.852,10.896,3.47271
21.337,0.0,271.753,12.353,3.21179
19.665,0.0,238.602,12.384,3.82724
20.611,0.0,268.545,14.734,3.21303
19.885,0.2,247.157,11.67,3.67876
19.82,14.6,190.365,10.311,3.41956
17.026,2.8,122.103,4.086,5.1998
14.979,0.4,112.136,3.747,5.67602
12.546,0.6,169.521,3.576,5.20807
12.449,0.0,206.845,5.606,4.94361
11.451,0.0,185.252,5.094,4.56086
12.716,0.0,262.674,7.649,5.05291
15.945,0.0,265.494,12.204,4.274
16.209,0.0,178.034,9.468,4.46727
18.218,0.0,151.122,7.013,6.00731
16.44,15.8,136.157,3.602,4.9513
14.564,3.6,240.288,4.99,6.18252
14.933,0.0,117.056,5.568,6.30264
13.62,1.4,99.535,3.376,5.95362
13.878,5.0,194.678,4.747,6.34608
13.649,0.0,223.231,5.732,5.93037
14.331,0.0,178.24,5.9,6.1055
14.561,0.0,232.605,7.084,5.84885
15.817,0.0,233.803,8.207,5.32726
15.442,0.0,213.394,8.017,4.58843
16.343,0.0,218.293,9.874,4.12615
19.036,0.0,219.067,12.901,3.6352
21.28,0.0,211.222,15.433,4.06449
21.479,0.0,206.79,16.369,3.4346
21.281,0.0,207.831,15.426,3.23277
20.878,0.0,199.529,12.563,3.17355
12.953,2.2,92.363,4.259,3.71894
9.815,0.0,208.404,4.705,3.81929
12.674,0.0,208.477,7.535,3.20606
16.272,0.0,169.582,8.495,3.91456
14.671,0.0,177.496,8.271,2.85316
13.995,3.8,88.916,4.343,3.41341
10.115,0.0,134.781,3.652,3.31068
11.535,0.0,192.828,5.931,2.93259
11.482,5.0,32.43,1.924,0.9717
18.315,0.2,130.295,4.549,4.3996
16.878,8.4,105.046,4.846,1.28422
11.856,5.8,42.295,2.537,0.315207
7.469,1.0,93.655,1.908,0.323606
7.568,2.0,121.003,2.641,2.25457
7.137,20.8,14.141,1.068,0.357332
7.053,3.4,117.129,1.758,3.60783
12.368,0.8,65.207,2.024,3.0873
12.219,0.0,59.801,3.064,3.51464
13.111,0.2,84.381,3.225,4.92813
10.817,0.0,161.534,3.736,4.08465
9.378,0.0,150.323,3.469,3.38477
8.197,0.0,131.409,3.824,3.15713
6.415,0.0,165.751,3.822,2.17635
6.491,0.0,159.092,3.756,2.04023
5.753,0.0,159.581,4.04,2.44841
4.853,0.0,136.424,3.205,2.42544
5.33,0.0,129.095,2.601,2.50765
5.676,9.2,34.687,0.727,1.4744
3.604,13.0,36.54,0.742,1.32201
4.447,0.0,113.916,1.426,1.94324
1.832,4.2,16.388,0.782,0.896749
-0.035,0.0,134.679,1.771,0.870535
2.678,0.0,61.554,1.965,1.47168
3.78,0.0,105.742,2.259,1.37834
2.486,0.0,130.733,1.703,0.69331
2.897,0.2,114.555,1.503,0.734244
7.155,2.0,20.001,1.864,0.585285
5.308,6.4,30.96,1.385,0.720744
8.954,8.0,20.605,1.619,0.504935
8.41,1.2,92.719,2.0,0.792364
8.699,0.2,74.677,2.966,0.444411
10.303,11.2,55.087,2.402,0.223374
9.022,0.2,71.067,1.854,0.306186
8.032,0.2,108.211,2.381,0.574183
5.319,0.0,103.857,1.793,0.304607
5.282,0.0,88.973,2.483,-0.0102772
4.812,0.0,59.365,2.161,-0.0450169
8.582,0.0,82.896,3.333,-0.0310633
7.247,0.0,76.324,2.356,0.434652
3.748,0.0,15.293,0.828,-0.0762994
3.987,2.0,29.927,0.71,-0.309253
6.529,2.6,53.405,1.272,0.0548514
4.523,0.8,44.111,1.094,-0.768701
7.829,0.8,62.231,1.792,0.161706
8.146,16.2,18.533,1.257,0.571689
4.719,1.4,39.775,1.582,0.0677198
6.512,2.0,14.095,1.121,-0.389855
8.372,0.2,19.918,1.23,-0.707661
7.11,0.0,69.362,1.2,-0.348184
10.976,0.0,69.047,4.368,0.103002
14.799,0.0,34.737,7.223,0.800056
9.743,0.2,22.116,2.555,-0.324757
11.35,3.2,43.194,2.764,-0.377693
10.56,0.0,49.895,2.981,-0.469559
8.949,1.0,73.426,2.311,0.058437
6.48,12.2,10.862,0.586,-0.0731497
3.94,6.6,5.931,0.833,-0.0100652
0.824,0.0,20.409,0.249,-0.0130339
5.997,0.6,25.005,0.626,0.296851
7.438,0.4,41.117,1.358,-0.0347543
5.141,0.0,22.209,0.876,0.325358
5.005,0.0,27.873,0.845,0.189583
4.093,0.0,12.826,0.824,0.0427684
3.672,0.0,13.39,0.648,0.030896
2.194,0.4,10.252,0.637,-0.1335
-0.419,0.0,74.83,1.805,-0.173918
-1.892,0.0,70.04,1.307,0.135825
-1.958,0.0,68.906,1.222,0.179065
-2.564,0.0,22.353,0.602,0.231124
1.469,2.0,39.383,1.422,0.231728
6.045,0.6,19.083,0.63,0.274551
9.396,9.6,5.691,1.026,-0.33181
6.911,9.4,38.609,2.117,-0.0529741
2.3,2.0,26.737,1.103,0.514768
1.425,4.2,27.387,0.603,0.363968
1.783,0.0,62.592,1.426,0.0789713
0.656,0.0,62.87,1.049,-0.25306
8.055,0.0,16.763,3.524,0.595677
8.508,3.6,30.57,2.725,-0.11862
5.418,13.4,22.623,1.601,-0.00612296
1.065,0.0,26.515,1.455,0.0963008
-0.967,0.2,18.166,0.728,-0.150629
-1.798,0.2,72.755,1.055,-0.707118
0.855,0.2,14.609,1.196,-0.0697388
4.788,0.0,46.879,2.447,0.454814
6.55,5.8,9.949,2.51,0.135286
7.399,0.6,35.661,3.632,0.0712275
1.209,0.0,48.38,1.573,-0.129736
0.128,0.0,32.793,1.259,-0.306246
0.193,0.0,18.422,1.257,0.136558
-1.752,0.0,13.005,0.646,-0.215876
-2.216,0.0,7.227,0.667,-0.0504111
-5.769,0.0,71.838,0.848,-0.53334
-4.792,0.0,12.62,0.71,-0.388732
0.063,3.4,16.491,0.688,0.274926
3.789,0.8,22.941,1.01,0.185907
4.15,4.4,15.796,0.472,0.0949359
2.122,5.8,30.116,0.385,-0.0244049
5.825,15.2,22.6,1.183,-0.149802
5.404,0.6,40.979,1.267,0.371753
8.709,22.2,10.249,1.272,0.180087
6.637,14.4,8.708,1.771,0.427042
8.264,38.2,8.045,1.253,-0.167826
5.13,6.8,47.122,1.927,-0.178416
2.493,4.8,15.503,0.991,-0.19117
4.558,9.6,14.564,1.72,0.373007
3.082,1.4,40.81,0.923,0.0527313
0.136,0.2,19.444,0.882,-0.0636848
-0.998,1.6,22.101,0.472,-0.0404171
2.937,17.8,24.986,0.559,0.171911
-0.801,0.0,60.838,1.565,-0.1047
-2.337,0.0,64.429,1.121,-0.25356
-0.447,0.0,82.397,1.869,0.0938811
-1.16,3.8,32.452,0.73,0.292393
1.06,0.2,20.157,0.457,-0.317851
-0.634,0.0,19.021,0.492,0.0989456
-0.573,3.2,14.562,0.29,0.0962777
-1.313,0.0,35.117,0.259,-0.345824
-1.589,0.0,26.142,0.668,-0.168415
-0.338,2.4,94.036,1.999,0.259853
7.316,2.8,82.281,3.56,-0.226044
9.618,0.2,39.027,3.693,0.256072
10.913,0.0,74.742,4.624,0.134794
11.063,0.0,85.87,5.461,0.245074
11.27,0.0,68.41,6.539,0.406197
11.735,0.0,78.379,6.395,0.194847
13.568,0.0,78.328,8.216,0.243761
6.791,8.0,34.819,2.474,0.0624232
3.901,4.6,46.642,1.887,-0.136049
0.864,0.0,69.629,1.709,-0.0848875
0.958,0.0,100.613,2.191,0.200971
1.579,7.0,12.305,0.418,0.0615037
2.175,0.2,96.499,1.329,0.270623
2.37,0.0,73.675,1.339,0.394201
5.109,0.0,74.285,2.236,0.151984
4.303,0.0,23.105,1.334,0.607066
4.393,0.0,123.174,2.448,0.461293
1.832,0.0,123.137,1.582,0.421358
1.276,0.0,35.899,1.211,0.150286
0.376,0.0,74.002,1.937,0.099588
1.084,0.0,136.303,2.668,0.46866
1.762,0.0,62.014,2.238,0.030531
1.846,7.8,18.079,0.877,0.231497
-1.147,0.8,110.632,0.888,0.212009
-1.969,0.0,143.58,1.702,-0.0415867
-0.548,0.0,37.106,1.496,0.131819
-1.547,1.0,95.757,1.442,0.554133
-1.652,0.0,123.912,2.334,-0.131901
-1.385,0.2,90.869,1.604,0.231795
-1.093,1.4,87.071,1.282,-0.0268769
-2.027,0.0,100.93,1.683,-0.0804816
-2.066,0.6,37.465,0.575,-0.130351
1.202,1.4,173.106,2.475,0.302936
2.501,0.0,105.153,3.259,0.377833
3.144,2.8,62.553,2.146,0.423863
3.27,2.8,22.713,0.858,0.365528
3.165,0.0,125.055,1.646,0.248415
1.465,0.2,67.629,1.249,-0.0527616
-1.635,0.6,40.351,0.484,-0.225777
-1.651,1.2,140.936,1.132,0.202084
-2.096,0.2,93.371,0.784,-0.496974
3.649,7.2,69.578,1.898,0.472988
7.475,3.8,50.147,1.607,0.27744
8.309,0.0,177.964,3.656,0.196378
11.442,0.0,131.272,5.645,0.225327
11.878,0.0,194.641,5.252,0.233136
14.27,0.0,186.477,9.405,0.316613
15.581,0.0,160.676,10.228,0.699238
11.511,3.0,119.1,4.735,0.453148
11.156,0.8,47.528,2.475,0.158973
8.511,14.0,89.05,3.211,0.311426
5.589,5.6,165.689,2.431,0.17297
3.431,3.2,85.638,1.107,0.239511
4.019,0.0,108.693,2.374,0.474797
2.056,0.0,85.766,2.201,0.18322
2.243,0.0,170.66,2.922,0.307235
2.019,0.0,215.06,2.854,0.263824
2.924,0.0,231.107,3.686,0.133933
6.666,0.0,235.448,5.78,0.447342
9.96,0.0,235.509,7.248,0.912312
11.423,0.0,214.329,6.716,0.667994
13.305,0.0,224.177,8.274,0.95671
12.62,4.0,175.443,6.995,0.943409
