Ta_m,P_m,SWin_m,VPD_m,GPP
2.977,0.0,39.963,0.673,-0.112115
4.268,2.6,21.281,0.989,-0.301548
3.289,0.2,19.96,0.941,0.0392855
1.068,0.0,13.956,0.885,0.420058
-4.917,0.0,94.426,1.134,-0.0634305
-5.187,0.0,94.196,1.517,-0.098624
-3.344,0.0,55.032,0.891,-0.163177
-3.014,0.0,15.122,0.327,-0.138888
-6.404,0.0,68.901,0.9,-0.0440406
-3.25,0.0,75.446,1.625,0.0625131
0.574,1.0,75.393,3.198,0.268757
0.016,0.0,106.929,2.965,0.0917203
0.679,0.2,104.916,2.867,0.432003
-1.423,0.0,104.4,1.64,0.0707099
-5.071,0.0,30.942,0.369,-0.0588877
-7.034,0.0,48.506,0.255,0.159794
-4.211,0.0,54.738,0.604,-0.260634
-0.701,0.0,72.468,1.271,0.0456069
0.778,0.6,39.052,0.6,0.128189
1.798,0.8,15.421,0.56,0.112478
1.827,3.8,13.844,0.609,-0.0196151
0.459,1.2,36.98,0.772,0.386984
0.132,0.2,20.564,0.806,0.23748
-0.261,0.0,87.326,1.417,-0.0283711
-0.884,0.0,84.756,1.712,0.0453538
0.122,0.0,89.397,1.324,-0.119647
3.471,1.6,43.07,1.234,0.0298619
5.18,11.8,16.808,1.158,-0.0755189
6.536,21.6,48.93,1.318,0.0981621
4.476,4.2,62.124,1.603,-0.0760488
5.25,8.0,68.016,1.856,0.0342459
6.15,0.0,45.32,3.03,0.133584
4.881,1.0,55.625,1.763,0.0280473
4.902,0.4,79.888,1.557,0.141178
2.179,0.0,32.373,1.382,0.242522
-0.259,0.2,18.084,0.961,-0.186707
0.895,0.0,32.43,1.781,0.247098
-0.44,0.0,45.028,1.929,-1.00209
-2.517,0.0,40.992,1.367,0.247501
-2.038,0.0,169.005,1.792,0.0280934
-0.941,0.8,62.971,0.602,0.340481
-1.777,0.2,107.415,1.139,0.243816
-1.579,0.4,80.874,1.066,-0.0926197
2.086,10.4,60.518,0.925,0.0241387
-1.427,0.2,23.207,0.214,0.196384
-1.611,2.4,121.848,0.588,0.308819
-1.217,0.6,86.422,0.518,-0.136788
-0.404,2.6,146.606,1.43,0.0224855
3.357,17.8,31.387,0.822,0.0458855
7.46,12.0,49.038,1.149,0.195594
3.582,3.4,99.745,1.327,-0.0259306
0.873,7.2,24.592,0.672,-0.0562966
-4.519,0.0,131.137,1.185,-0.448243
-3.209,0.0,183.258,1.624,-0.341421
-1.242,0.0,212.851,2.224,-0.232712
0.52,0.0,193.33,2.271,0.170573
-0.058,0.0,49.859,1.824,0.177594
1.084,0.0,197.414,2.613,-0.00156534
2.548,0.0,180.35,2.634,-0.158039
4.085,0.0,214.788,3.397,0.530293
7.048,0.6,202.238,4.184,0.289428
6.697,13.6,66.743,0.929,0.201347
2.477,6.0,69.67,0.706,0.0215739
3.294,0.6,145.175,1.743,0.120786
8.422,5.2,95.896,2.711,0.53533
11.039,3.6,106.027,2.457,0.572425
14.6,6.6,93.817,5.01,0.381729
14.444,3.4,110.242,5.936,0.158743
8.849,4.8,90.736,2.74,0.156363
7.941,0.8,145.166,2.773,-0.0385468
10.536,9.8,56.031,2.208,0.160537
12.395,0.2,160.518,5.021,0.80165
11.985,0.0,152.055,5.087,0.635025
9.974,4.0,93.733,2.692,0.216034
8.176,2.6,149.063,3.199,0.291751
6.75,0.0,193.054,3.86,0.205752
3.122,1.4,74.777,1.984,0.074327
3.534,0.0,273.866,3.605,-0.408277
5.719,0.0,264.033,4.843,0.395569
9.558,0.0,260.722,7.285,0.58452
7.775,0.2,97.443,3.807,0.886017
3.788,15.2,50.359,1.006,0.288059
3.997,0.0,184.79,3.013,-0.117401
5.36,8.8,87.857,1.888,0.174901
6.546,1.4,52.059,1.531,0.345078
9.058,0.6,57.875,1.581,0.235347
10.918,1.4,94.152,4.066,0.791855
10.844,3.6,84.393,2.659,0.682453
10.189,0.2,125.464,2.819,0.736753
9.801,0.0,165.304,4.322,1.19316
9.875,0.0,260.403,5.206,1.39256
11.352,0.0,225.472,5.965,1.40995
14.559,0.0,284.431,9.357,1.97475
14.617,0.0,242.093,7.169,1.77832
11.582,0.0,290.236,7.262,1.91774
14.847,0.0,269.423,10.08,2.48096
15.207,1.0,182.936,5.344,1.75735
13.808,0.4,129.631,3.712,1.91461
12.563,0.0,88.341,3.039,2.22672
11.414,3.2,204.015,5.319,2.84799
5.853,0.0,228.719,4.068,1.6131
6.369,0.6,250.445,4.416,1.63759
9.903,2.0,140.404,4.623,2.66203
14.077,0.0,290.567,7.408,4.56454
18.33,0.0,265.875,11.737,6.82023
18.887,0.0,300.126,11.88,8.32568
17.334,0.0,227.642,7.792,9.03836
16.426,0.0,288.429,8.995,8.70065
15.083,0.0,211.954,6.838,8.16853
12.49,15.0,54.678,3.042,3.94891
8.084,12.2,37.373,0.77,3.34713
11.013,0.0,156.894,2.738,7.18405
14.314,0.2,295.329,7.871,8.22561
17.003,1.0,309.694,10.319,10.4756
13.732,7.0,184.948,2.948,10.0843
13.833,3.4,265.845,4.567,9.28477
16.783,0.0,230.383,7.479,11.3299
16.914,4.0,160.441,4.092,11.9261
17.333,0.0,247.673,6.068,12.8941
16.276,6.4,65.497,3.895,6.95198
13.299,0.6,208.207,5.114,11.0877
12.466,4.8,149.867,4.262,9.46626
14.48,0.0,231.918,6.489,13.1705
14.835,13.8,59.372,5.844,5.64324
11.156,0.4,271.922,5.076,11.5249
11.364,0.0,294.742,6.204,11.7941
10.458,5.8,71.446,2.423,6.36469
14.117,8.2,55.607,1.784,5.4827
16.326,4.2,156.457,2.98,11.3812
15.16,6.8,185.658,4.567,11.0334
9.669,10.2,84.76,1.771,6.03791
6.446,7.2,189.86,1.53,6.87809
7.094,0.8,167.677,2.017,8.0067
6.87,2.6,111.308,1.649,6.06685
8.728,0.8,209.793,3.066,7.30121
11.277,0.0,248.528,5.056,7.17761
13.153,0.0,268.608,5.751,6.13343
11.041,2.4,145.909,2.368,4.93348
11.421,0.2,324.638,5.529,7.6952
13.041,0.0,331.584,7.719,8.17001
15.293,0.0,358.766,10.024,7.998
16.872,0.0,346.288,11.279,9.39237
18.98,0.0,338.158,12.742,11.1291
20.201,0.0,358.608,13.317,12.7155
20.93,0.0,350.918,13.82,13.9441
22.56,0.0,337.423,14.552,15.102
23.257,0.0,334.313,14.263,15.027
21.58,0.0,248.688,10.047,17.0983
18.785,0.0,262.224,5.755,18.036
18.73,0.0,342.569,10.226,14.5489
22.598,0.0,334.486,12.809,16.7073
19.915,1.8,238.762,6.878,12.6233
19.707,3.8,181.32,4.44,10.6123
19.721,0.4,228.474,6.351,12.9013
16.076,1.6,102.784,4.814,6.72065
16.404,0.0,346.179,8.133,8.586
20.539,0.0,332.932,10.879,9.0329
21.728,32.0,236.305,8.696,7.41093
19.691,0.0,268.666,6.512,13.1492
19.905,0.0,280.233,6.931,11.6761
19.083,21.8,238.876,4.354,7.24854
19.684,0.2,309.402,6.534,11.0898
20.628,0.0,348.643,9.032,11.3756
20.741,0.0,353.28,10.525,10.8598
20.941,0.0,356.246,12.305,10.6362
21.509,0.0,351.315,11.056,10.4585
23.183,0.0,333.457,13.603,11.1071
22.495,0.0,296.587,10.445,11.2258
18.176,4.6,138.747,3.287,8.96911
18.521,0.0,216.443,4.243,13.0912
20.067,0.0,263.082,7.136,12.0925
21.395,0.0,235.024,9.559,12.3042
22.106,0.0,294.39,10.306,11.3716
22.8,16.6,317.936,11.167,8.7015
22.198,0.0,255.96,6.762,8.97817
21.802,0.2,227.135,6.307,7.9899
21.679,0.0,302.267,8.586,10.7512
20.902,0.0,344.46,12.795,8.79964
21.383,0.0,347.443,14.603,7.77111
21.941,0.0,341.473,15.615,8.81062
23.869,0.0,343.395,19.148,8.39966
25.124,0.0,308.927,19.516,7.95918
26.451,0.0,303.184,19.127,11.2568
25.571,0.0,298.4,17.963,8.72445
23.758,6.4,266.617,13.233,9.82284
22.559,0.6,297.057,10.098,9.43507
23.739,0.0,314.659,13.933,8.09242
26.547,0.0,286.966,19.409,8.69254
26.48,0.0,221.782,18.602,10.5652
24.777,0.0,292.018,14.906,9.85874
21.654,0.2,229.49,9.037,9.48467
21.178,1.8,239.182,8.967,8.50808
23.131,0.0,257.777,14.039,6.98716
20.158,0.2,176.583,8.865,8.61766
17.212,2.4,143.726,5.053,9.37331
16.872,0.0,241.34,7.888,8.49985
15.704,0.0,202.279,5.659,7.0942
14.529,10.6,92.603,2.05,5.94193
15.846,11.0,169.779,3.051,8.14061
16.372,2.0,111.679,2.755,6.47942
18.614,0.0,271.782,9.063,9.50426
15.391,4.4,86.294,3.477,6.12157
16.34,0.0,220.02,6.796,8.81409
14.363,9.2,153.226,3.878,6.8547
12.716,5.2,126.345,2.763,6.3474
11.965,2.2,131.062,2.118,5.94424
12.42,11.4,105.945,2.057,5.9671
12.843,12.6,121.129,2.091,5.66881
15.566,1.0,196.35,4.144,10.1563
16.165,13.4,139.669,3.394,7.95452
18.815,10.6,218.734,6.71,10.4824
17.471,7.8,258.37,6.663,9.19179
17.628,0.6,200.951,6.741,7.65055
16.814,2.0,175.946,5.166,8.71355
15.669,7.2,128.031,3.693,8.13583
15.604,0.2,231.551,4.766,9.21564
15.64,0.0,242.636,5.792,8.044
15.444,9.6,148.6,4.348,9.02624
14.291,7.0,117.506,3.436,6.83461
14.949,0.6,171.033,4.103,8.89853
15.069,3.8,116.383,2.595,8.12734
13.01,17.2,51.084,1.662,4.493
10.825,2.6,89.203,1.556,6.94944
12.053,0.0,128.548,2.758,7.27618
14.363,0.0,246.228,5.603,8.49854
16.425,0.0,253.891,6.632,9.24928
19.881,0.0,170.607,8.879,11.5894
19.394,1.0,69.65,4.321,5.61042
20.941,0.0,151.505,5.428,9.09536
19.85,0.0,244.758,5.973,7.77655
19.64,0.0,199.326,5.696,8.18178
19.982,4.0,192.36,5.506,7.41022
14.024,0.0,249.341,5.868,8.39348
15.898,0.0,248.247,8.166,8.43937
17.382,0.0,178.504,5.019,8.87199
18.781,0.0,190.0,5.902,7.35559
19.201,0.0,202.813,6.974,9.93661
18.688,1.4,179.241,6.579,7.38227
18.263,0.0,116.006,4.545,7.41502
16.758,0.8,62.825,3.436,6.1543
16.383,0.0,92.637,2.959,7.07908
16.153,88.6,13.395,1.171,1.36575
15.31,6.6,37.459,1.411,2.7631
15.729,2.6,120.047,2.911,6.6039
15.534,0.0,180.958,2.978,5.80766
18.055,0.2,206.405,6.896,6.69211
17.548,0.0,190.169,6.547,6.25018
17.86,0.0,110.358,4.758,8.75521
18.216,15.8,82.875,3.983,6.85976
14.132,19.8,27.775,0.965,3.1136
14.097,4.0,78.421,1.692,4.48073
13.765,0.0,119.511,1.74,5.59725
13.343,0.2,124.983,1.757,5.53362
15.83,0.0,165.169,3.984,7.77685
16.725,5.0,110.276,3.744,6.85903
16.978,4.0,106.456,3.136,7.47938
13.773,15.6,28.384,2.033,1.81128
12.775,68.6,14.463,0.762,0.657306
10.922,4.4,102.846,1.697,5.89566
11.468,0.0,157.576,2.824,6.33885
13.625,0.4,69.253,2.944,4.89974
12.064,12.2,90.508,2.412,5.22094
10.625,0.0,169.58,3.294,5.08383
14.193,0.0,156.427,4.538,5.80001
13.34,0.0,153.099,2.736,5.48622
13.459,0.2,119.997,2.302,5.08805
14.128,0.0,70.642,2.86,4.27112
14.28,0.0,68.025,1.908,4.21347
12.66,0.0,30.468,1.991,2.82389
10.948,0.0,101.112,2.179,4.48913
10.272,0.0,153.651,2.494,3.77308
9.245,0.2,147.855,1.84,2.91916
13.883,0.0,114.557,6.574,4.42236
14.676,3.0,48.271,4.581,4.00764
14.799,10.6,113.551,3.818,3.89032
14.502,1.4,88.557,3.232,4.28526
16.267,0.2,123.874,6.447,4.61822
15.492,34.4,40.166,2.518,1.89766
13.631,14.0,96.717,4.476,1.95965
12.413,0.0,66.339,4.274,1.36365
16.242,0.0,118.671,6.651,3.42577
16.571,7.0,56.794,3.22,2.91066
14.987,0.0,47.223,2.531,2.48148
13.841,2.4,34.422,2.203,1.52037
8.867,0.2,121.756,2.165,1.45205
9.902,0.0,75.37,2.745,1.45477
6.521,2.0,78.501,2.179,2.14188
2.008,0.2,115.636,1.74,-0.27826
2.715,0.4,44.024,1.035,-0.130407
4.538,0.4,73.44,1.35,0.535922
3.501,0.2,42.655,0.562,0.489238
4.425,0.0,83.165,0.941,0.467378
3.107,0.2,103.23,1.028,-0.0106611
11.178,0.0,53.213,3.26,1.32653
9.481,1.6,35.547,1.907,1.25231
3.184,0.0,93.504,1.441,-0.427954
5.641,3.2,12.247,1.093,-0.213416
7.068,1.6,50.918,2.178,0.903435
7.538,3.4,20.797,1.266,-0.370338
10.889,3.2,21.0,1.202,-0.816274
13.716,0.2,90.15,5.166,1.39649
16.997,0.0,85.246,10.665,1.01962
11.77,1.4,26.162,3.283,0.122815
10.151,0.4,51.356,2.62,0.115192
8.765,4.8,19.275,2.054,-0.048442
6.621,2.0,69.969,2.651,-0.102292
7.383,15.4,19.982,1.032,-0.68694
4.71,1.8,30.522,1.58,-0.556215
11.027,4.4,24.564,2.948,-0.608865
12.761,0.2,39.778,4.839,0.948906
15.388,3.4,29.416,7.478,0.319097
10.316,0.4,55.952,1.733,-0.20974
11.373,0.2,58.927,3.769,-0.0460797
9.377,0.2,68.37,2.857,-0.672626
8.654,2.4,23.51,1.412,0.152491
5.572,0.0,15.279,0.586,-0.234789
8.119,0.2,72.785,2.947,0.455166
10.672,0.0,48.656,4.299,0.631775
11.491,8.6,52.798,3.365,0.343053
9.445,12.2,21.103,1.853,-0.385535
13.441,1.8,29.883,3.905,0.102658
8.968,1.6,26.374,2.503,-0.205446
7.259,1.8,47.34,2.464,-0.183329
11.006,0.4,30.732,4.375,0.419307
5.555,0.0,25.338,1.61,0.358644
3.745,0.0,29.165,1.19,0.0616594
3.783,0.0,20.567,2.472,-0.158254
4.362,3.2,11.243,1.242,0.189054
5.185,0.0,40.088,1.689,0.0551689
4.854,0.0,68.502,1.539,0.000517435
4.512,0.2,68.525,3.117,0.202565
7.981,5.2,14.981,2.963,0.642575
3.72,0.6,27.725,0.819,0.0662616
2.658,0.4,27.754,0.963,-0.351473
2.374,0.0,48.814,2.858,0.295711
1.906,0.0,68.472,2.275,0.104795
2.691,0.0,40.186,1.49,-0.309196
2.562,0.0,66.743,1.942,0.0837786
1.199,0.0,61.392,0.842,0.349108
0.275,0.0,56.351,0.76,0.0345292
-0.92,0.0,55.013,0.311,0.221521
-1.115,0.2,57.43,0.614,-0.142257
-2.521,0.0,17.162,0.391,-0.256966
-1.369,0.0,62.019,1.222,-0.862629
0.769,0.0,56.221,1.729,-0.288992
8.237,1.0,35.962,3.91,0.00499753
9.799,4.6,48.905,2.897,0.316302
8.501,15.0,21.453,2.547,0.333644
3.527,13.729,17.075,1.026,0.152634
4.861,1.0,31.319,1.334,-0.0190254
5.63,3.6,16.877,1.526,0.0658028
6.41,0.8,14.876,1.153,-0.0323621
8.43,7.2,20.418,1.371,-0.0287343
7.759,0.4,51.755,2.379,0.191001
8.779,3.8,15.82,1.984,0.140494
11.06,1.4,24.619,2.196,-0.39634
10.943,3.8,40.914,3.56,0.184036
6.781,6.2,43.671,2.31,0.424417
8.075,0.4,32.51,2.396,0.400992
9.282,0.2,26.26,1.655,0.00686226
6.891,1.6,69.447,1.626,0.351424
0.483,0.4,80.539,0.417,-0.0121902
5.759,0.0,23.663,1.148,0.083986
9.336,2.8,20.722,2.428,0.171095
10.859,19.4,10.919,2.335,-0.190676
11.948,7.2,12.178,2.163,0.248644
10.238,13.0,21.269,1.731,-0.395868
5.878,4.4,45.92,2.411,0.0871552
3.47,0.0,29.397,1.478,0.430184
-2.273,0.4,18.914,0.854,0.358332
-4.787,0.0,74.464,1.086,-0.0181128
-4.669,0.0,71.84,1.108,-0.168655
-6.105,0.0,61.91,0.823,-0.870403
-1.751,0.0,19.442,0.429,0.059965
1.367,8.0,31.529,0.847,0.338489
2.159,0.4,20.08,0.426,0.234247
4.149,0.0,63.833,1.439,0.330844
2.249,0.0,18.821,0.959,-0.0666428
3.746,0.8,22.618,0.606,0.171661
5.905,0.4,30.057,0.567,0.0621483
4.44,0.2,102.102,1.712,0.0935994
4.432,0.0,114.092,1.979,0.00878127
4.448,3.0,22.157,1.389,-0.0258026
2.178,0.8,23.058,0.645,0.306518
2.502,8.4,20.293,0.535,0.0203603
5.421,5.4,55.575,1.829,-0.141572
6.2,0.2,85.842,2.476,0.344426
6.296,0.8,26.219,1.812,0.0367217
7.378,27.2,33.402,1.967,-0.514571
7.45,9.8,31.405,1.877,-0.396974
6.009,1.8,33.338,1.769,0.483568
6.268,12.2,29.605,1.762,-0.0492712
5.339,0.4,116.396,2.035,-0.0724803
7.212,0.0,137.494,4.91,-0.477054
5.417,0.0,91.567,2.938,-0.103671
5.819,0.0,137.326,2.87,-0.177744
4.089,0.2,99.353,0.92,-0.245403
1.833,0.2,104.432,0.57,-0.323694
6.42,1.2,120.346,2.501,0.0618311
8.146,0.0,124.437,2.871,-0.25565
10.518,0.0,127.377,5.365,0.0435147
8.879,4.6,49.998,2.922,0.136671
7.309,8.6,73.479,2.391,-0.386416
5.786,8.0,28.161,1.181,0.324295
5.679,3.2,49.729,1.387,-0.103677
8.848,29.4,66.936,1.965,0.673295
7.238,33.0,23.079,1.476,-0.172662
6.747,0.4,132.611,2.925,0.346792
9.265,5.0,58.423,3.022,0.532355
10.245,0.2,175.652,5.688,0.375192
10.408,2.6,117.263,5.151,0.332706
9.771,0.4,86.659,5.898,0.30518
7.977,1.4,110.806,2.911,-0.00980872
6.022,0.0,123.447,2.592,-0.0295182
6.647,6.0,111.358,3.142,-0.0659329
4.665,0.0,177.644,2.585,0.0217878
5.643,0.2,195.568,3.748,0.687158
6.608,0.0,199.926,4.174,0.187606
8.633,0.0,193.889,4.991,0.48601
7.809,0.0,163.341,3.376,0.502134
9.349,0.2,181.222,4.393,0.161238
7.778,0.0,180.816,3.549,0.224285
6.694,0.0,32.8,2.029,-0.0297912
6.659,11.8,35.104,1.727,0.0220006
1.952,3.6,93.023,1.243,0.233292
2.003,2.2,122.128,1.892,0.686107
1.669,2.0,118.055,1.292,0.526143
0.263,3.4,24.815,0.267,0.28033
0.536,5.6,30.5,0.225,0.142126
1.081,13.6,48.159,0.254,0.228939
4.774,12.8,99.513,1.979,0.200575
9.265,0.6,231.512,5.312,-0.0010673
8.844,0.0,202.256,4.839,-0.204415
8.426,2.2,220.155,4.13,-0.245275
8.066,1.4,118.404,2.63,0.489859
6.146,20.2,76.974,1.293,0.29677
3.429,1.4,40.191,0.676,1.03389
6.828,0.2,176.396,2.3,0.544038
11.454,0.0,240.982,6.227,0.146613
8.28,3.0,215.42,4.499,0.799087
5.381,0.6,107.136,2.773,0.273704
8.033,0.4,244.081,6.108,0.769936
10.962,0.0,258.11,7.06,0.962361
10.489,0.0,232.637,5.211,1.34947
9.247,0.0,267.271,5.997,1.15173
10.72,0.0,263.903,6.907,1.11924
11.293,0.0,261.133,6.347,0.5726
13.789,0.0,263.773,7.444,1.17285
15.791,0.0,252.658,8.503,1.59544
18.107,0.0,245.217,10.734,1.07668
19.056,0.0,261.948,11.815,1.02046
18.973,0.0,276.148,13.841,2.43122
18.05,0.0,281.191,14.061,2.73022
16.427,0.0,273.953,10.81,4.34664
9.255,0.0,250.363,5.249,4.33986
10.805,0.0,292.365,7.842,3.30859
11.285,0.0,286.453,6.777,3.7913
12.036,0.0,292.386,7.416,4.40749
14.027,0.0,291.964,8.859,3.71856
17.904,0.0,276.791,12.166,6.45853
17.767,0.0,255.492,10.694,7.02661
18.656,0.0,284.475,12.457,8.16222
17.56,0.0,292.981,12.097,8.48333
17.326,0.8,270.534,8.192,10.1745
16.879,0.0,258.589,7.435,9.79717
16.617,8.0,223.311,6.527,9.82085
14.259,0.0,310.917,8.66,9.60976
13.751,0.0,319.143,9.959,9.05932
13.024,0.0,314.922,8.858,9.12957
12.22,0.0,199.719,4.149,9.43305
13.769,0.0,242.401,7.473,10.2087
13.052,2.0,147.854,4.09,7.99873
14.252,0.0,313.475,6.814,10.3353
12.703,1.0,70.782,2.656,5.81586
13.193,38.2,99.994,2.179,7.62842
13.277,24.8,89.434,2.645,7.29804
18.077,0.0,277.515,11.08,12.8137
14.705,0.6,167.791,6.878,9.1051
14.994,0.0,243.583,7.242,12.6124
17.441,0.8,197.517,9.596,10.8785
11.359,16.6,46.888,2.323,6.12451
9.624,4.0,161.5,3.01,7.1772
10.596,7.0,131.333,2.545,12.0214
10.819,12.6,73.862,1.109,7.00158
12.499,0.0,245.069,4.161,12.1339
16.616,0.0,299.19,4.938,13.4454
18.273,0.8,208.826,6.339,12.7405
20.903,0.0,310.483,11.796,13.8066
21.069,0.0,319.07,10.479,11.5668
18.9,0.0,303.544,5.813,13.2695
21.073,0.2,293.203,7.718,13.0477
22.469,0.0,307.273,13.069,13.4118
18.291,4.6,223.507,6.165,10.464
14.061,4.4,158.885,3.686,12.1806
10.12,10.8,120.889,1.91,10.1954
8.84,2.6,67.026,1.901,6.51988
12.407,0.2,331.059,6.801,12.1428
14.124,6.2,235.811,5.055,11.3081
11.772,13.6,125.677,1.451,7.78775
14.721,3.2,198.295,3.23,9.63946
16.158,0.2,282.519,5.048,10.9903
18.051,0.0,294.531,5.935,13.203
18.706,0.0,307.166,7.218,11.5366
19.155,0.0,302.878,7.109,12.4415
21.337,0.0,305.068,8.766,11.7654
19.867,0.0,207.418,4.895,11.3803
19.639,4.0,219.843,4.651,11.9832
19.952,16.6,291.599,7.857,10.4953
18.454,28.0,306.091,4.945,12.3608
18.318,1.6,231.496,4.813,12.1557
18.94,0.0,313.276,7.708,12.3975
20.445,1.6,266.32,8.578,13.5472
16.719,1.2,111.999,4.137,11.4412
15.616,5.2,275.16,5.792,12.8952
18.294,10.8,305.392,7.841,12.1621
19.67,4.6,295.092,7.106,14.5698
22.103,0.0,344.488,11.181,11.678
20.516,0.4,271.965,7.14,12.6482
15.795,7.8,107.787,2.499,9.00859
14.205,5.8,175.255,2.991,6.8205
14.817,7.4,149.661,3.471,3.3132
18.976,0.2,299.165,9.109,7.98105
16.726,3.4,157.132,5.92,9.54809
12.234,4.4,106.13,2.735,4.79489
12.013,0.6,152.803,3.364,7.86117
13.043,1.4,174.956,3.929,11.9255
14.919,1.0,152.543,5.067,11.3753
16.448,2.0,190.589,5.037,14.1117
18.771,2.8,164.269,6.164,13.6852
15.53,21.8,197.126,3.574,11.4718
13.718,9.8,89.818,2.756,7.53345
12.56,12.8,204.748,2.63,9.94323
12.488,10.8,72.254,1.938,4.91535
15.581,3.4,216.6,5.305,11.0568
16.186,0.0,227.571,6.514,12.7374
16.614,38.2,172.757,4.298,9.55713
13.701,1.4,199.214,3.497,10.8728
11.495,2.8,183.342,2.395,11.239
13.101,2.2,166.728,3.073,9.61843
15.942,0.4,206.808,5.149,11.1673
20.46,0.2,291.684,8.41,10.929
23.998,0.0,325.724,14.965,10.8283
25.266,0.0,336.859,20.796,9.88801
25.789,0.0,313.32,22.041,11.1594
20.477,0.8,248.181,8.834,11.8516
20.83,0.0,268.058,8.433,9.26491
19.403,15.6,204.484,4.544,9.75943
18.631,18.4,163.894,3.059,11.412
15.076,5.6,59.105,1.963,2.01199
16.741,0.0,284.386,6.498,12.8545
16.574,6.2,101.909,4.352,8.33936
15.659,2.6,152.23,4.141,10.7275
17.795,0.0,297.552,7.631,13.188
19.987,0.0,316.368,9.485,9.58164
17.785,0.2,80.716,4.733,8.32622
18.206,1.6,135.799,4.551,11.4846
15.767,9.8,72.472,2.149,7.58333
13.764,0.6,316.47,6.038,9.5145
12.823,0.0,324.734,5.93,9.61394
16.584,0.0,320.593,8.388,9.72461
17.687,6.6,152.071,4.823,10.533
16.542,0.4,220.33,4.598,11.6954
18.081,0.0,306.53,7.808,8.10829
21.425,0.0,314.794,12.135,7.74886
20.328,12.0,261.515,6.894,9.90823
15.386,20.4,40.18,0.989,3.09314
14.457,10.0,80.375,2.104,6.47918
12.28,43.0,34.952,0.693,3.66768
13.93,5.4,58.627,1.0,6.17741
17.431,0.0,178.095,3.463,8.69373
17.766,13.4,270.3,4.75,10.0324
17.458,1.8,209.737,3.778,11.3607
19.642,0.0,268.162,6.83,13.7768
23.125,7.2,201.394,10.314,12.4559
15.816,14.8,153.187,3.847,10.2171
13.94,0.6,154.945,3.927,9.63789
15.126,0.0,240.76,6.036,10.1136
15.589,6.6,194.631,4.825,11.5963
13.903,0.6,150.588,2.837,10.7639
13.976,16.6,94.998,1.903,7.32071
14.579,1.4,83.74,3.005,11.7809
17.18,0.0,228.463,6.299,14.5601
18.095,0.2,221.473,5.594,11.2777
19.32,0.0,262.544,7.309,10.7451
19.498,0.0,267.264,7.753,10.3305
18.074,0.0,256.012,5.53,12.0481
14.97,0.0,216.251,4.927,11.5997
14.574,0.2,151.502,4.549,10.0805
13.392,0.0,254.487,5.59,8.22158
14.338,0.0,127.997,4.088,8.78882
14.803,0.2,121.785,3.312,8.77685
15.655,0.0,109.197,3.929,6.02761
13.174,15.0,37.97,1.565,1.69837
10.757,0.2,166.733,3.21,1.52129
9.648,0.0,179.55,3.595,3.85507
11.394,0.8,46.09,1.413,0.999345
12.479,0.2,65.499,1.62,1.2732
13.573,0.0,153.871,3.295,3.2565
13.835,0.0,120.867,3.655,1.51814
11.696,0.2,110.255,2.505,5.88427
11.321,0.0,89.264,2.326,5.14282
11.888,0.2,181.658,3.215,5.14915
13.685,0.0,227.564,4.499,6.08999
15.254,0.0,207.385,5.034,7.24529
15.22,0.0,202.54,4.785,7.83827
15.773,0.0,215.14,5.899,8.78999
16.782,9.8,81.192,4.208,8.65631
10.949,4.8,119.372,2.287,6.49182
8.908,0.0,153.443,3.114,3.35278
10.832,0.0,204.391,4.596,4.54814
12.855,0.0,185.513,5.062,8.75063
15.31,0.0,190.607,5.735,9.53623
16.832,0.0,159.109,5.281,9.84284
15.447,6.6,142.382,3.654,10.429
11.058,0.2,155.131,3.065,8.27663
9.6,0.0,135.172,2.543,5.31878
8.468,24.0,29.143,0.62,3.01429
9.195,1.8,76.382,1.25,6.2457
12.046,0.0,169.486,3.762,8.07923
12.262,0.0,153.909,3.628,6.5766
15.38,0.0,122.796,3.686,6.93349
17.241,0.8,98.271,2.848,6.74404
17.142,0.2,139.824,2.922,6.84099
18.016,0.0,157.513,5.11,5.64294
15.203,0.0,137.821,3.422,6.60068
11.835,0.0,169.26,3.62,5.25275
10.723,0.0,167.358,3.096,4.45628
9.584,0.0,157.198,2.338,3.63471
9.562,0.2,141.042,1.618,4.11303
11.368,0.4,134.326,2.822,4.83426
9.358,0.0,151.368,2.798,3.97657
9.04,0.0,99.042,1.686,3.33567
10.212,0.2,121.747,2.381,3.98427
10.157,0.0,152.18,3.553,3.09061
13.373,0.0,144.378,4.403,3.58112
14.2,0.0,135.045,4.677,3.79162
13.446,0.4,55.613,3.276,2.85244
7.603,0.0,89.524,2.315,2.17565
4.586,0.0,61.495,1.558,1.44992
3.508,0.0,133.48,2.109,1.49593
2.878,1.4,45.813,1.065,0.793916
3.248,0.2,79.588,1.689,1.62333
4.02,0.0,102.22,1.909,1.39828
5.235,0.0,50.501,2.03,1.42371
7.065,0.0,38.937,1.813,1.61095
7.418,0.0,25.891,2.054,1.29741
7.588,0.0,37.287,2.135,1.28756
6.831,0.0,44.26,1.793,0.951519
8.172,1.0,68.624,2.18,1.56868
6.861,3.2,50.398,1.329,0.969163
3.517,0.2,72.904,0.985,0.195066
5.675,0.2,111.632,2.224,0.898876
7.895,0.0,86.316,2.084,0.697554
10.39,0.6,32.621,1.087,0.751385
8.677,0.0,79.219,2.889,1.09357
4.984,0.0,103.494,2.573,0.14301
5.985,5.8,29.216,1.225,1.09304
